case_id,case_family,category,expected_action,expected_reason,actual_action,actual_reason,Claim Recall (%),Context Precision (%),Faithfulness (%),Claim F1 (%),NRR correct,Metric unit,infrastructure_error
ANS-DEF-001,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,12.5,100.0,30.76923076923077,,percent_0_100,
ANS-DEF-002,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,62.5,92.0,26.373626373626376,,percent_0_100,
ANS-DEF-003,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,12.5,100.0,50.0,,percent_0_100,
ANS-DEF-004,answerable_single_turn,definition_classification,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-DEF-005,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,20.0,100.0,100.0,,percent_0_100,
ANS-DEF-006,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,20.0,100.0,80.0,,percent_0_100,
ANS-DEF-007,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,50.0,100.0,25.0,,percent_0_100,
ANS-DEF-008,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,14.285714285714285,100.0,44.44444444444445,,percent_0_100,
ANS-DEF-009,answerable_single_turn,definition_classification,generate,,generate,evidence_sufficient,100.0,12.5,100.0,40.0,,percent_0_100,
ANS-DEF-010,answerable_single_turn,definition_classification,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-TRT-001,answerable_single_turn,treatment_use_combination,generate,,abstain,evidence_gap,50.0,12.5,0.0,0.0,,percent_0_100,
ANS-TRT-002,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,50.0,100.0,44.44444444444445,,percent_0_100,
ANS-TRT-003,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,37.5,100.0,54.54545454545454,,percent_0_100,
ANS-TRT-004,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,75.0,37.5,100.0,40.0,,percent_0_100,
ANS-TRT-005,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,25.0,,percent_0_100,
ANS-TRT-006,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,33.33333333333333,100.0,85.36585365853658,,percent_0_100,
ANS-TRT-007,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,100.0,100.0,57.14285714285715,,percent_0_100,
ANS-TRT-008,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,50.0,12.5,100.0,0.0,,percent_0_100,
ANS-TRT-009,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,25.0,25.0,85.71428571428571,26.666666666666668,,percent_0_100,
ANS-TRT-010,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,50.0,100.0,100.0,,percent_0_100,
ANS-TRT-011,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,percent_0_100,
ANS-TRT-012,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,50.0,90.9090909090909,30.76923076923077,,percent_0_100,
ANS-MEC-001,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,50.0,100.0,100.0,,percent_0_100,
ANS-MEC-002,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,20.0,100.0,33.333333333333336,,percent_0_100,
ANS-MEC-003,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,83.33333333333333,,percent_0_100,
ANS-MEC-004,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,20.0,100.0,33.333333333333336,,percent_0_100,
ANS-MEC-005,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,100.0,100.0,20.0,,percent_0_100,
ANS-MEC-006,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,75.0,100.0,40.0,,percent_0_100,
ANS-MEC-007,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,75.0,25.0,100.0,85.71428571428571,,percent_0_100,
ANS-MEC-008,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,50.0,100.0,100.0,33.33333333333333,,percent_0_100,
ANS-ADV-001,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,100.0,100.0,94.11764705882352,,percent_0_100,
ANS-ADV-002,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,33.33333333333333,25.0,100.0,0.0,,percent_0_100,
ANS-ADV-003,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,50.0,12.5,54.54545454545454,30.76923076923077,,percent_0_100,
ANS-ADV-004,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,50.0,100.0,80.0,,percent_0_100,
ANS-ADV-005,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,75.0,60.0,100.0,22.222222222222225,,percent_0_100,
ANS-ADV-006,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,50.0,100.0,52.17391304347826,,percent_0_100,
ANS-ADV-007,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,100.0,87.5,20.0,,percent_0_100,
ANS-ADV-008,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,75.0,100.0,74.99999999999999,,percent_0_100,
ANS-ADV-009,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,12.5,100.0,100.0,,percent_0_100,
ANS-CMP-001,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,66.66666666666666,12.5,100.0,48.00000000000001,,percent_0_100,
ANS-CMP-002,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,40.0,80.0,88.8888888888889,,percent_0_100,
ANS-CMP-003,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,75.0,100.0,74.99999999999999,,percent_0_100,
ANS-CMP-004,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,25.0,33.33333333333333,100.0,28.571428571428577,,percent_0_100,
ANS-CMP-005,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,25.0,100.0,80.0,,percent_0_100,
ANS-CMP-006,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,50.0,37.5,100.0,33.33333333333333,,percent_0_100,
ANS-CMP-007,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,40.0,100.0,100.0,,percent_0_100,
ANS-CMP-008,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,90.0,75.0,91.66666666666666,61.53846153846154,,percent_0_100,
ANS-CMP-009,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,42.857142857142854,16.666666666666664,100.0,0.0,,percent_0_100,
ANS-CMP-010,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-REF-001,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,100.0,100.0,74.99999999999999,,percent_0_100,
ANS-REF-002,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,50.0,50.0,50.0,,percent_0_100,
ANS-REF-003,answerable_single_turn,referral_care_seeking,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-REF-004,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,percent_0_100,
ANS-REF-005,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,100.0,100.0,54.54545454545454,,percent_0_100,
ANS-REF-006,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,25.0,,percent_0_100,
ANS-MUL-001,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,100.0,75.0,100.0,33.33333333333333,,percent_0_100,
ANS-MUL-002,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,100.0,60.0,100.0,57.14285714285715,,percent_0_100,
ANS-MUL-003,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,71.42857142857143,25.0,100.0,58.823529411764696,,percent_0_100,
ANS-MUL-004,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,66.66666666666666,50.0,100.0,57.14285714285715,,percent_0_100,
ANS-MUL-005,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,25.0,25.0,100.0,36.36363636363637,,percent_0_100,
ANS-MUL-006,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,percent_0_100,
ANS-MUL-007,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,100.0,37.5,100.0,66.66666666666666,,percent_0_100,
ANS-MUL-008,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,66.66666666666666,14.285714285714285,83.33333333333334,26.666666666666668,,percent_0_100,
ANS-MUL-009,answerable_multi_turn,follow_up_continuity,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-MUL-010,answerable_multi_turn,explicit_topic_switch,generate,,,,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-MUL-011,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,60.0,66.66666666666666,100.0,26.08695652173913,,percent_0_100,
ANS-MUL-012,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,25.0,33.33333333333333,100.0,11.111111111111112,,percent_0_100,
ANS-MUL-013,answerable_multi_turn,repeated_question_history_isolation,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-MUL-014,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,50.0,,percent_0_100,
ANS-MUL-015,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,0.0,0.0,75.0,33.33333333333333,,percent_0_100,
GAP-ABS-001,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-002,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-003,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
